id,day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed,rainfall
1314,220,1001.4,32.7,29.7,27.3,25.1,78.0,67.0,5.4,220.0,11.7,1
1315,221,1006.8,30.5,27.0,25.2,25.2,86.0,87.0,0.4,230.0,22.3,1
1316,222,1005.7,32.4,29.4,28.2,26.6,81.0,78.0,6.0,220.0,20.5,1
1317,223,1008.5,30.3,27.6,25.1,26.4,89.0,80.0,4.0,70.0,10.3,1
1318,6,1002.5,32.0,28.9,26.4,24.9,84.0,73.0,8.4,20.0,9.5,1
1319,225,1008.9,29.9,26.6,25.9,23.2,85.0,82.0,2.1,120.0,7.9,1
1320,226,1011.5,28.6,26.8,24.5,23.2,80.0,88.0,1.2,60.0,6.6,1
1321,227,1010.2,32.0,27.1,24.8,25.9,82.0,49.0,6.1,250.0,12.0,1
1322,228,1005.5,27.9,26.7,25.3,25.2,93.0,88.0,0.0,230.0,19.8,1
1323,229,1009.2,28.1,26.4,25.3,24.7,81.0,84.0,1.4,190.0,21.5,1
1324,230,1009.7,32.3,29.0,28.0,25.9,81.0,84.0,2.5,220.0,14.5,1
1325,231,1012.4,32.8,29.3,26.8,24.1,86.0,78.0,2.3,220.0,25.0,1
1326,232,1010.9,29.2,26.4,24.8,25.5,88.0,83.0,2.3,130.0,28.0,1
1327,233,1008.5,30.7,28.8,25.8,23.0,79.0,84.0,2.5,50.0,11.3,1
1328,234,1008.6,31.0,27.1,25.8,25.0,77.0,70.0,6.4,180.0,15.3,0
1329,235,1010.5,30.6,28.0,26.9,25.0,84.0,57.0,3.9,180.0,13.6,1
1330,236,1011.1,33.7,30.2,27.6,25.8,75.0,39.0,9.1,130.0,30.5,0
1331,237,1006.2,32.4,29.1,26.8,22.9,77.0,59.0,3.5,220.0,12.3,0
1332,238,1007.9,31.4,28.7,26.5,24.1,87.0,83.0,3.0,80.0,37.5,1
1333,239,1009.4,31.9,28.6,26.5,22.1,83.0,83.0,3.4,80.0,34.0,1
1334,240,1013.2,31.3,28.9,26.2,25.6,81.0,82.0,3.2,220.0,22.9,1
1335,241,1015.0,30.7,27.0,25.5,21.4,76.0,49.0,8.8,90.0,21.3,0
1336,242,1015.0,31.9,28.4,26.4,24.9,74.0,67.0,8.0,40.0,38.0,1
1337,243,1008.9,31.2,28.3,26.7,25.3,83.0,85.0,2.2,240.0,39.7,1
1338,244,1007.6,31.0,28.7,25.8,22.1,76.0,83.0,2.0,220.0,34.0,1
1339,245,1010.2,31.7,28.2,25.9,23.8,79.0,88.0,1.6,70.0,22.0,1
1340,246,1012.8,30.7,27.7,26.0,23.6,75.0,43.0,7.2,90.0,25.1,0
1341,247,1008.1,31.0,28.2,26.9,24.8,75.0,78.0,2.0,200.0,36.0,1
1342,248,1005.8,31.7,28.7,26.2,25.8,79.0,73.0,7.9,220.0,29.6,0
1343,249,1006.4,31.0,28.4,26.1,26.0,87.0,81.0,3.5,220.0,34.8,1
1344,250,1010.5,30.8,28.2,26.1,25.2,83.0,81.0,2.1,140.0,25.1,1
1345,251,1011.4,31.7,28.0,26.9,23.7,75.0,54.0,6.0,20.0,9.1,0
1346,151,1008.4,32.8,29.4,27.0,24.3,74.0,27.0,10.6,220.0,12.4,0
1347,253,1010.0,31.5,29.8,27.4,20.4,77.0,60.0,10.2,20.0,20.9,0
1348,254,1013.3,29.4,27.7,25.8,24.5,84.0,77.0,1.8,80.0,34.8,1
1349,255,1009.5,31.5,28.8,26.6,25.7,87.0,81.0,4.7,200.0,12.6,1
1350,256,1014.2,30.9,28.1,25.2,25.2,84.0,60.0,11.1,140.0,12.9,0
1351,257,1013.7,31.0,28.1,26.8,24.9,81.0,84.0,1.0,210.0,50.6,1
1352,81,1011.9,31.9,28.0,25.8,25.6,81.0,89.0,1.1,100.0,24.0,1
1353,259,1011.2,29.8,26.4,24.4,23.1,80.0,51.0,6.1,220.0,7.9,1
1354,260,1008.1,28.1,27.9,25.3,22.2,79.0,84.0,2.0,10.0,50.6,1
1355,261,1012.2,28.4,26.9,24.3,23.3,79.0,47.0,8.4,240.0,7.9,0
1356,262,1010.0,29.7,26.4,24.4,23.1,82.0,88.0,4.5,40.0,13.7,1
1357,263,1005.5,27.5,25.6,24.5,24.2,92.0,91.0,2.3,230.0,23.3,1
1358,264,1017.0,30.1,27.8,26.1,24.7,74.0,72.0,11.1,60.0,18.4,0
1359,265,1016.4,31.9,28.1,26.3,23.4,79.0,47.0,9.1,40.0,43.1,0
1360,266,1013.1,24.6,23.1,21.0,20.7,91.0,88.0,0.0,70.0,46.3,1
1361,267,1018.1,29.4,26.2,24.5,24.7,61.0,61.0,6.5,200.0,39.3,1
1362,268,1018.0,31.2,26.7,24.7,23.1,78.0,61.0,3.9,70.0,34.0,0
1363,269,1017.7,29.4,25.9,23.4,20.3,79.0,74.0,3.2,70.0,48.0,1
1364,270,1017.0,23.1,21.6,20.5,19.6,78.0,88.0,0.0,70.0,50.6,1
1365,271,1017.0,31.7,28.3,25.3,23.4,84.0,78.0,4.2,100.0,11.7,1
1366,272,1017.0,29.1,27.5,26.0,20.6,65.0,51.0,8.6,80.0,39.3,0
1367,264,1011.2,26.8,24.5,23.2,23.7,77.0,56.0,6.0,80.0,37.7,1
1368,274,1016.8,28.4,24.5,22.3,19.4,74.0,49.0,6.4,10.0,21.9,0
1369,275,1008.8,27.6,25.0,24.5,24.3,62.0,88.0,8.2,230.0,39.5,1
1370,276,1017.1,26.6,24.8,23.9,19.3,75.0,68.0,10.1,70.0,33.4,1
1371,277,1016.7,29.2,25.8,23.1,17.8,67.0,17.0,10.2,70.0,15.7,0
1372,278,1011.6,28.2,25.5,22.8,23.6,76.0,47.0,9.4,90.0,19.0,1
1373,74,1011.4,29.1,25.8,23.1,19.3,70.0,32.0,10.6,10.0,9.9,0
1374,280,1010.8,22.7,20.9,19.3,18.0,79.0,88.0,0.6,50.0,18.6,1
1375,281,1011.4,27.5,22.8,22.5,19.4,76.0,85.0,2.5,70.0,32.4,1
1376,282,1013.4,23.6,21.8,19.6,17.3,76.0,86.0,2.2,60.0,19.2,1
1377,283,1012.2,27.6,25.8,24.5,22.3,79.0,81.0,2.3,70.0,21.3,1
1378,284,1019.3,27.5,24.5,22.3,16.8,73.0,49.0,9.3,10.0,21.9,0
1379,285,1012.2,29.7,26.9,24.5,23.3,82.0,80.0,3.2,70.0,21.3,1
1380,7,1012.0,30.1,26.8,23.3,20.6,70.0,44.0,10.2,20.0,9.5,0
1381,287,1014.6,25.3,23.7,21.1,21.1,76.0,49.0,6.5,50.0,23.7,0
1382,57,1016.2,25.9,23.7,20.1,19.2,82.0,83.0,3.4,20.0,20.5,1
1383,289,1017.1,28.4,25.8,25.5,21.6,82.0,83.0,3.0,80.0,24.4,0
1384,290,1016.0,25.4,23.2,21.5,18.6,70.0,69.0,6.4,50.0,28.8,0
1385,291,1012.9,26.5,25.6,24.2,23.4,78.0,77.0,2.4,70.0,17.2,1
1386,292,1014.8,29.2,25.5,23.4,19.9,84.0,70.0,6.3,80.0,13.7,0
1387,293,1016.8,26.2,24.7,22.6,22.8,79.0,84.0,4.6,40.0,21.9,1
1388,75,1014.8,27.1,26.1,24.5,23.1,78.0,61.0,7.6,80.0,13.7,0
1389,295,1016.8,30.7,26.2,24.7,19.9,75.0,68.0,9.2,70.0,16.9,1
1390,296,1015.6,26.3,23.8,21.4,20.9,70.0,72.0,8.5,50.0,35.8,0
1391,297,1018.4,28.2,24.8,22.6,22.8,89.0,81.0,2.7,80.0,28.6,1
1392,298,1017.0,28.9,25.8,23.3,21.6,86.0,83.0,2.6,70.0,44.7,1
1393,299,1015.6,28.1,25.5,23.4,21.6,87.0,88.0,0.3,80.0,22.9,1
1394,300,1014.7,29.6,26.5,23.8,19.6,90.0,85.0,0.5,70.0,24.9,1
1395,8,1013.7,26.3,24.4,23.3,19.9,91.0,74.0,3.1,70.0,38.0,0
1396,302,1016.5,29.4,25.8,22.8,16.0,79.0,88.0,0.3,70.0,9.5,0
1397,303,1016.8,26.7,24.8,23.6,19.4,84.0,83.0,0.1,70.0,8.9,1
1398,304,1016.5,28.5,26.2,24.4,23.1,79.0,84.0,2.4,80.0,19.0,1
1399,305,1015.2,26.6,24.8,22.3,22.1,87.0,61.0,7.0,40.0,16.4,1
1400,266,1017.1,28.4,25.4,23.7,22.1,79.0,83.0,3.5,80.0,41.3,1
1401,307,1014.0,27.4,25.8,24.8,22.9,81.0,83.0,7.6,80.0,21.8,1
1402,308,1016.7,27.5,25.0,23.1,22.3,76.0,49.0,9.5,40.0,8.5,1
1403,76,1016.7,26.7,23.1,22.3,21.1,81.0,83.0,6.9,40.0,16.6,1
1404,22,1014.2,21.3,20.5,20.5,19.9,91.0,88.0,0.0,70.0,46.3,1
1405,311,1019.4,21.3,20.9,20.1,19.0,91.0,78.0,0.0,70.0,43.1,1
1406,135,1018.1,21.0,20.8,19.4,19.6,91.0,88.0,0.0,20.0,16.6,1
1407,111,1017.8,21.0,20.0,19.1,19.6,78.0,87.0,6.5,50.0,21.3,1
1408,314,1017.1,20.4,18.4,17.4,15.1,79.0,88.0,0.0,40.0,37.5,0
1409,112,1019.9,21.9,21.0,20.4,18.0,79.0,84.0,0.0,50.0,25.0,1
1410,316,1018.7,24.3,20.8,19.2,16.2,78.0,46.0,7.7,40.0,9.1,1
1411,317,1018.0,21.0,18.4,16.1,15.5,79.0,89.0,0.6,40.0,12.7,1
1412,318,1018.9,24.8,22.3,20.7,20.8,91.0,93.0,0.0,40.0,13.7,1
1413,319,1021.3,27.6,23.4,22.4,21.7,75.0,89.0,2.3,70.0,25.5,1
1414,267,1022.5,27.6,25.4,24.3,16.9,75.0,88.0,0.0,10.0,26.3,1
1415,321,1018.4,22.0,17.7,15.5,14.9,74.0,67.0,5.0,10.0,33.2,1
1416,99,1022.5,18.6,17.7,16.9,13.3,75.0,90.0,0.0,60.0,38.0,1
1417,323,1018.9,19.3,17.3,16.1,12.9,78.0,95.0,0.0,60.0,37.9,1
1418,324,1019.9,20.1,20.1,18.0,17.5,93.0,88.0,0.0,25.0,15.3,1
1419,325,1022.5,21.2,18.2,16.3,12.1,75.0,56.0,0.6,10.0,10.2,1
1420,9,1022.2,24.4,19.7,18.4,16.0,83.0,95.0,1.2,70.0,15.5,1
1421,327,1022.6,26.0,18.8,17.6,15.9,62.0,86.0,3.5,60.0,14.5,1
1422,328,1021.2,19.8,17.9,17.2,14.4,71.0,95.0,0.0,70.0,40.4,1
1423,329,1020.4,18.4,16.6,15.4,15.6,78.0,88.0,0.0,20.0,23.5,1
1424,330,1022.1,20.9,17.6,15.1,6.6,74.0,72.0,7.7,20.0,23.7,0
1425,331,1025.9,21.3,19.6,17.7,17.6,75.0,45.0,6.5,40.0,30.5,0
1426,332,1019.5,16.2,15.2,14.6,13.9,90.0,92.0,0.0,70.0,43.1,1
1427,333,1016.8,20.9,19.3,17.6,15.5,95.0,92.0,0.0,60.0,44.7,1
1428,116,1022.6,17.2,16.2,15.2,13.1,79.0,88.0,0.0,70.0,43.1,1
1429,335,1024.3,21.3,19.4,19.4,13.9,91.0,87.0,0.4,50.0,24.4,1
1430,102,1016.8,16.4,15.3,15.3,15.2,86.0,88.0,0.1,50.0,10.9,1
1431,337,1016.8,16.7,15.5,14.2,12.9,79.0,94.0,0.0,40.0,19.0,1
1432,338,1020.4,18.4,15.3,14.6,12.9,79.0,88.0,0.0,60.0,38.0,1
1433,339,1026.4,18.6,17.3,15.5,12.5,79.0,86.0,0.6,20.0,29.7,1
1434,340,1017.1,17.5,16.6,15.4,15.5,85.0,92.0,0.0,70.0,39.7,1
1435,341,1025.4,17.4,16.6,15.7,13.5,75.0,90.0,1.0,20.0,25.0,1
1436,342,1020.6,20.8,18.4,16.2,7.4,67.0,88.0,0.0,40.0,27.0,1
1437,343,1024.4,17.2,15.2,13.3,9.8,75.0,87.0,2.0,20.0,20.8,1
1438,133,1021.3,17.2,14.9,12.8,11.8,90.0,88.0,0.1,50.0,27.4,1
1439,91,1023.8,21.6,20.4,19.9,17.5,74.0,79.0,1.7,40.0,21.3,1
1440,346,1023.8,19.9,15.5,12.7,8.4,67.0,72.0,7.0,30.0,19.0,0
1441,347,1024.3,17.4,17.3,16.3,15.3,89.0,88.0,0.0,40.0,28.8,1
1442,348,1018.1,17.3,16.5,15.6,15.6,90.0,91.0,1.0,60.0,39.5,1
1443,349,1020.9,17.8,16.4,15.3,12.8,76.0,91.0,0.0,20.0,42.0,0
1444,350,1022.6,21.6,18.8,16.8,13.1,92.0,82.0,0.1,50.0,23.9,1
1445,15,1020.2,17.3,15.3,14.9,13.1,84.0,88.0,0.0,30.0,28.3,1
1446,352,1019.9,20.7,19.3,17.1,13.3,67.0,86.0,0.6,70.0,33.0,1
1447,353,1018.1,20.6,18.8,17.2,14.7,75.0,82.0,2.4,20.0,24.9,0
1448,354,1017.6,20.6,18.8,17.1,15.1,75.0,84.0,0.0,40.0,35.6,1
1449,355,1018.1,23.8,21.2,19.6,19.8,86.0,83.0,2.3,80.0,24.4,1
1450,356,1016.8,21.1,18.8,17.4,15.3,75.0,88.0,0.0,50.0,30.3,1
1451,357,1022.2,21.6,18.2,16.4,14.6,77.0,88.0,0.0,50.0,24.8,1
1452,140,1023.2,20.6,17.8,14.4,13.4,75.0,88.0,0.0,20.0,23.3,1
1453,82,1017.1,18.9,17.5,16.5,16.8,88.0,91.0,0.0,20.0,30.0,1
1454,360,1016.8,18.9,17.7,16.9,16.8,96.0,95.0,0.0,50.0,17.5,1
1455,361,1016.4,16.3,16.6,15.9,15.0,91.0,96.0,0.0,70.0,37.0,1
1456,362,1013.9,18.9,17.1,15.3,16.9,79.0,94.0,0.0,70.0,24.0,1
1457,144,1013.0,22.2,20.5,19.1,17.9,79.0,81.0,2.2,70.0,28.6,1
1458,17,1014.5,18.7,17.6,17.0,17.4,97.0,95.0,0.0,50.0,25.0,1
1459,78,1016.6,21.1,19.1,17.1,13.0,94.0,97.0,0.0,30.0,50.6,1
